1 5516618
2 3330444
3 2268598
4 1731491
5 1427506
6 1309664
7 1726356
8 1837917
9 1565947
10 1289924
11 1174761
12 1159611
13 1023823
14 950305
15 1034026
16 914947
17 852027
18 815336
19 804208
20 785659
21 750591
22 714044
23 720927
24 690118
25 661186
26 634307
27 613520
28 677358
29 652482
30 584334
